MNEMONIQUE;LIBELLE;ADRESSE_NDS;ADRESSE_SNMP;LIBELLE_1
Trottoir_Roulant;Trottoir Roulant;13;;ASI entrée main courante droite
EM;Escalier Mécanique;14;;ASI entrée main courante gauche
EM;Escalier Mécanique;13;;ASI entrée main courante droite
EM;Escalier Mécanique;12;;ASI arrêt d'urgence voyageur
EM;Escalier Mécanique;11;;ASI non discriminée
EM;Escalier Mécanique;10;;En arrêt ASI
EM;Escalier Mécanique;9;;Défaut détection voyageur
EM;Escalier Mécanique;8;;Détection de fumée en machinerie
EM;Escalier Mécanique;7;;Panne détection incendie
EM;Escalier Mécanique;6;;Usure des freins
EM;Escalier Mécanique;5;;Niveau d'huile
EM;Escalier Mécanique;4;;Niveau de bruit anormal
EM;Escalier Mécanique;3;;Percussion retournement de marche
EM;Escalier Mécanique;2;;Température haute moto-réducteur
EM;Escalier Mécanique;1;;Pré-alerte
EM;Escalier Mécanique;999999;;En entretien
Trottoir_Roulant;Trottoir Roulant;45;;AAI chariot tenseur
AEROA;Aéroéjecteur Autonome;1;;Alarme AAI
AEROA;Aéroéjecteur Autonome;999999;;En entretien
Onduleur;Onduleur;1006;;Bit de signe de vie manquant
Onduleur;Onduleur;1005;;Synchronisation horloge impossible
Onduleur;Onduleur;1004;;Identifiant checksum incorrect
Onduleur;Onduleur;1003;;Identifiant version incorrect
Onduleur;Onduleur;1002;;Identifiant équipement incorrect
Onduleur;Onduleur;1001;;Identifiant station incorrect
Onduleur;Onduleur;1000;;Erreur de communication
Onduleur;Onduleur;61;;Baie 48V n°4: Défaut redresseur
Onduleur;Onduleur;60;;Baie 48V n°4: Défaut alim. AC 
Onduleur;Onduleur;59;;Baie 48V n°3: Défaut redresseur
Onduleur;Onduleur;58;;Baie 48V n°3: Défaut alim. AC 
Onduleur;Onduleur;57;;Baie 48V n°2: Défaut redresseur
Onduleur;Onduleur;56;;Baie 48V n°2: Défaut alim. AC 
Onduleur;Onduleur;55;;Baie 48V n°1: Défaut redresseur
Onduleur;Onduleur;54;;Baie 48V n°1: Défaut alim. AC 
E_CALARME;Centrale alarme RER CDSMG;1000;;Erreur de communication
E_CALARME;Centrale alarme RER CDSMG;1001;;Identifiant station incorrect
E_CALARME;Centrale alarme RER CDSMG;1002;;Identifiant équipement incorrect
E_CALARME;Centrale alarme RER CDSMG;1003;;Identifiant version incorrect
E_CALARME;Centrale alarme RER CDSMG;1004;;Identifiant checksum incorrect
E_CALARME;Centrale alarme RER CDSMG;1006;;Bit de signe de vie manquant
E_CALARME;Centrale alarme RER CDSMG;2;;Defaut Transmetteur Vocal
E_CALARME;Centrale alarme RER CDSMG;3;;Vu Hors Service par API
EC_Cordon_Chauffant;Cordon Chauffant Elément Chauffant;5;;Cordon chauffant en arret
EC_Cordon_Chauffant;Cordon Chauffant Elément Chauffant;2;;Défaut I haut du cordon chauffant
EC_Cordon_Chauffant;Cordon Chauffant Elément Chauffant;1;;Défaut de mise en fonctionnement du cordon chauffant
EC_Cordon_Chauffant;Cordon Chauffant Elément Chauffant;3;;Defaut I bas du cordon chauffant
EC_Cordon_Chauffant;Cordon Chauffant Elément Chauffant;4;;Défaut fusible du cordon chauffant
E_MICRO_ONDULEUR_GARE;Micro Onduleur Gare via API Station et Gare;1;1;Alarme
E_MICRO_ONDULEUR_GARE;Micro Onduleur Gare via API Station et Gare;2;2;Mode Batterie
E_MICRO_ONDULEUR_GARE;Micro Onduleur Gare via API Station et Gare;3;3;Fin d'autonomie
E_MICRO_ONDULEUR_GARE;Micro Onduleur Gare via API Station et Gare;4;4;By Pass
Armoire_Forte;E_ARMOIRE_FORTE CDSMG et Symphonie;1014;;Inhibition
Buzzer;Buzzer via API Station et Gare;1014;;Inhibition
E_AS;ADUP AS PARKEON  type3;1000;1000;Erreur de communication
E_AS;ADUP AS PARKEON  type3;702;;Défaut lecteur C.B.
E_AS;ADUP AS PARKEON  type3;703;;Clavier bancaire hors service 
E_AS;ADUP AS PARKEON  type3;704;;défaut fichiers 
E_AS;ADUP AS PARKEON  type3;705;;Défaut imprimante 
E_AS;ADUP AS PARKEON  type3;706;;Effraction
E_AS;ADUP AS PARKEON  type3;708;;Présence clef 
E_AS;ADUP AS PARKEON  type3;709;;Mise hors service automate 
E_AS;ADUP AS PARKEON  type3;710;;Intervention 
E_AS;ADUP AS PARKEON  type3;711;;Mise hors service C.B. 
E_AS;ADUP AS PARKEON  type3;712;;défaut télétransmission 
E_AS;ADUP AS PARKEON  type3;900;;Erreur Abonnement 
E_AS;ADUP AS PARKEON  type3;1;;Code confidentiel agent incorrect 
E_AS;ADUP AS PARKEON  type3;2;;Agent inconnu 
E_AS;ADUP AS PARKEON  type3;3;;Corrélation agent / distributeur fausse 
E_AS;ADUP AS PARKEON  type3;4;;Date de validité du passe incorrecte 
E_AS;ADUP AS PARKEON  type3;5;;Fraude à l'identification (carte de service bloquée) 
E_AS;ADUP AS PARKEON  type3;6;;Téléchargement CSC en cours 
E_AS;ADUP AS PARKEON  type3;7;;Echec du téléchargement CSC 
E_AS;ADUP AS PARKEON  type3;8;;Défaut de communication avec l'antenne 
E_AS;ADUP AS PARKEON  type3;9;;Exécution anormale signalée par le passe 
E_AS;ADUP AS PARKEON  type3;10;;Exécution anormale signalée par le SAM 
E_AS;ADUP AS PARKEON  type3;11;;Anomalie signalée par API passe 
E_AS;ADUP AS PARKEON  type3;12;;Echec du CSC 
E_AS;ADUP AS PARKEON  type3;13;;Seuil haut du SAM atteint 
E_AS;ADUP AS PARKEON  type3;14;;SAM de rechargement « vide » 
E_AS;ADUP AS PARKEON  type3;15;;Passe invalide 
E_AS;ADUP AS PARKEON  type3;16;;Passe oublié 
E_AS;ADUP AS PARKEON  type3;17;;Défaut de communication avec la carte CSC 
E_AS;ADUP AS PARKEON  type3;18;;Erreur configuration noyau SSSR 
E_AS;ADUP AS PARKEON  type3;19;;Refus rechargement SSSR 
E_AS;ADUP AS PARKEON  type3;20;;Incohérence avec SSSR 
E_AS;ADUP AS PARKEON  type3;21;;Problème rechargement SSSR 
E_AS;ADUP AS PARKEON  type3;22;;Problème SSSR non prévu 
E_AS;ADUP AS PARKEON  type3;23;;Carte oubliée-avalée 
E_AS;ADUP AS PARKEON  type3;24;;Défaut télétransmission entre UC - LCB 
E_AS;ADUP AS PARKEON  type3;25;;Erreur interne LCB 
E_AS;ADUP AS PARKEON  type3;26;;Défaut de communication clavier bancaire 
E_AS;ADUP AS PARKEON  type3;27;;Erreur interne clavier bancaire 
EC_API;API Elément Chauffant;1002;;Identifiant équipement incorrect
EC_API;API Elément Chauffant;1000;1000;Erreur de communication
EC_API;API Elément Chauffant;1001;;Identifiant station incorrect
EC_API;API Elément Chauffant;1003;;Identifiant version incorrect
EC_API;API Elément Chauffant;1004;;Identifiant checksum incorrect
EC_API;API Elément Chauffant;1005;;Synchronisation horloge impossible
EC_API;API Elément Chauffant;1006;;Bit de signe de vie manquant
EC_API;API Elément Chauffant;1014;;Inhibition
EC_Armoire_Puissance;Armoire de Puissance Elément Chauffant;1000;1000;Erreur de communication
EC_Cordon_Chauffant;Cordon Chauffant Elément Chauffant;1000;1000;Erreur de communication
E_AS;ADUP AS PARKEON  type3;28;;Application B0' non initialisée 
E_AS;ADUP AS PARKEON  type3;29;;Application EMV non initialisée 
E_AS;ADUP AS PARKEON  type3;30;;Application privative 0 non initialisée 
E_AS;ADUP AS PARKEON  type3;31;;Application privative 1 non initialisée 
E_AS;ADUP AS PARKEON  type3;32;;Application privative 2 non initialisée 
E_AS;ADUP AS PARKEON  type3;33;;L'APV fonctionne avec une base obsolète 
E_AS;ADUP AS PARKEON  type3;34;;Pas de base utilisable 
E_AS;ADUP AS PARKEON  type3;35;;Erreur dans la gamme tarifaire 
E_AS;ADUP AS PARKEON  type3;36;;Fichier d'archive incohérent 
E_AS;ADUP AS PARKEON  type3;37;;Ecriture archive impossible 
E_AS;ADUP AS PARKEON  type3;38;;Fichier d'archives trop ancien 
E_AS;ADUP AS PARKEON  type3;39;;Accès impossible aux données MIB 
E_AS;ADUP AS PARKEON  type3;40;;Au moins un fichier de paramètre absent 
E_AS;ADUP AS PARKEON  type3;41;;Erreur de CRC sur au moins un fichier de paramètre 
E_AS;ADUP AS PARKEON  type3;42;;Au mon un fichier de paramètre non intègre 
E_AS;ADUP AS PARKEON  type3;43;;Problème de génération de base 
E_AS;ADUP AS PARKEON  type3;44;;Disque endommagé 
E_AS;ADUP AS PARKEON  type3;45;;Rouleau imprimante presque vide 
E_AS;ADUP AS PARKEON  type3;46;;Rouleau imprimante vide 
E_AS;ADUP AS PARKEON  type3;47;;Bourrage imprimante document 
E_AS;ADUP AS PARKEON  type3;48;;Défaut de Communication UC/ Imprimante document 
E_AS;ADUP AS PARKEON  type3;49;;Coupure secteur 
E_AS;ADUP AS PARKEON  type3;50;;Effraction porte  
E_AS;ADUP AS PARKEON  type3;51;;Porte ouverte 
E_AS;ADUP AS PARKEON  type3;52;;Activation clé prise de service 
E_AS;ADUP AS PARKEON  type3;53;;Clé prise de service non retirée 
E_AS;ADUP AS PARKEON  type3;54;;Détection d'un choc important 
E_AS;ADUP AS PARKEON  type3;55;;distributeur hors service 
E_AS;ADUP AS PARKEON  type3;56;;Automate H.S. sur demande central 
E_AS;ADUP AS PARKEON  type3;57;;Automate H.S. sur demande locale 
E_AS;ADUP AS PARKEON  type3;58;;Automate en intervention exploitation 
E_AS;ADUP AS PARKEON  type3;59;;TLB fonction vente HS sur demande central 
E_AS;ADUP AS PARKEON  type3;60;;HS paiement CB sur demande central 
E_AS;ADUP AS PARKEON  type3;61;;Mise hors service identification 
E_AS;ADUP AS PARKEON  type3;62;;Paiement par CB hors service 
E_AS;ADUP AS PARKEON  type3;63;;Changement version fichiers programmes 
E_AS;ADUP AS PARKEON  type3;64;;Changement version fichiers paramètres 
E_AS;ADUP AS PARKEON  type3;65;;Traitement LV interdit par le central 
E_AS;ADUP AS PARKEON  type3;66;;Changement date et heure distributeur 
E_AS;ADUP AS PARKEON  type3;67;;Automate en intervention formation 
E_AS;ADUP AS PARKEON  type3;68;;Automate en intervention maintenance 
E_AS;ADUP AS PARKEON  type3;69;;Relance par Watchdog logiciel 
E_AS;ADUP AS PARKEON  type3;70;;CB off-line interdit par le central 
E_AS;ADUP AS PARKEON  type3;71;;Aucune application bancaire n'est en état de fonctionner 
E_AS;ADUP AS PARKEON  type3;72;;Défaut de communication carte de surveillance 
E_AS;ADUP AS PARKEON  type3;73;;Température basse 
E_AS;ADUP AS PARKEON  type3;74;;Température haute atteinte 
E_AS;ADUP AS PARKEON  type3;75;;Défaut de communication dalle tactile 
E_AS;ADUP AS PARKEON  type3;76;;Défaut de communication avec le SGLV 
E_AS;ADUP AS PARKEON  type3;77;;Défaut de communication SSSR 
E_AS;ADUP AS PARKEON  type3;78;;Compte-rendu d'opération SGLV non transmis 
E_AS;ADUP AS PARKEON  type3;79;;Fichier de transaction CB offline B0¿ trop ancien
E_AS;ADUP AS PARKEON  type3;80;;Fichier CB hors-ligne EMV trop ancien 
E_AS;ADUP AS PARKEON  type3;81;;Fichier CB hors-ligne appli 0 trop ancien 
E_AS;ADUP AS PARKEON  type3;82;;Fichier CB hors-ligne appli 1 trop ancien 
E_AS;ADUP AS PARKEON  type3;83;;Fichier CB hors-ligne appli 2 trop ancien 
E_AS;ADUP AS PARKEON  type3;84;;Défaut de communication SGAS 
E_AS;ADUP AS PARKEON  type3;85;;Anomalie NTP 
E_AS;ADUP AS PARKEON  type3;86;;AS en échec d¿authentification 
E_AS;ADUP AS PARKEON  type3;87;;AS en échec d'authentification 
E_AS;ADUP AS PARKEON  type3;88;;Fichier CB hors-ligne B0' plein 
E_AS;ADUP AS PARKEON  type3;89;;Fichier CB hors-ligne EMV plein 
E_AS;ADUP AS PARKEON  type3;90;;Fichier CB hors-ligne appli 0 plein 
E_AS;ADUP AS PARKEON  type3;91;;Fichier CB hors-ligne appli 1 plein 
E_AS;ADUP AS PARKEON  type3;92;;Fichier CB hors-ligne appli 2 plein 
E_AS;ADUP AS PARKEON  type3;93;;Défaut de liaison automate alarmes 
E_AS;ADUP AS PARKEON  type3;94;;Transaction EMV en attente d'acquisition 
E_AS;ADUP AS PARKEON  type3;95;;Fonctionnement hors-ligne application B0' 
E_AS;ADUP AS PARKEON  type3;96;;Défaut de liaison TVR ou de sécurisation piste EMV 
E_AS;ADUP AS PARKEON  type3;97;;Echec de communication avec le SBE 
E_AS;ADUP AS PARKEON  type3;98;;Divergence autorisation / acquisition 
E_TLB;TLB Ferré CDSMG;1000;1000;Erreur de communication 
E_TLB;TLB Ferré CDSMG;1002;;Equipement inconnu par CES 
E_TLB;TLB Ferré CDSMG;1;;Défaut 
E_TLB;TLB Ferré CDSMG;2;;Erreur de communication équipement (entre CES et l'équipement) 
E_TLB;TLB Ferré CDSMG;3;;TLB Hors Service 
E_TLB;TLB Ferré CDSMG;4;;ANT ABSENTE 
E_TLB;TLB Ferré CDSMG;5;;SAM 1 HS 
E_TLB;TLB Ferré CDSMG;6;;SAM 2 HS 
E_TLB;TLB Ferré CDSMG;7;;CSC HS 
E_TLB;TLB Ferré CDSMG;8;;DEF PARAM 
E_LC;Ligne de Contrôle générique;1000;1000;Erreur de communication 
E_LC;Ligne de Contrôle générique;900;;Perte de liaison avec AE5G 
E_LC;Ligne de Contrôle générique;901;;Perte de liaison avec CES 
E_LC;Ligne de Contrôle générique;902;;Perte de liaison avec ECS 
E_LC;Ligne de Contrôle générique;903;;Perte de liaison avec API GARE 
E_LC;Ligne de Contrôle générique;3;;Hors tension du TAC 
E_LC;Ligne de Contrôle générique;4;;Hors tension Extérieure 
E_LC;Ligne de Contrôle générique;5;;Simulé automatique 
E_LC;Ligne de Contrôle générique;6;;Simulé manuel 
E_LC;Ligne de Contrôle générique;7;;Simulé externe 
E_LC;Ligne de Contrôle générique;8;;Commutation de Recette effectuée 
E_LC;Ligne de Contrôle générique;9;;Déverrouillage secours (BHU) 
E_LC;Ligne de Contrôle générique;10;;Bourrage lecteur magnétique 
E_LC;Ligne de Contrôle générique;11;;Lecteur hors service 
E_LC;Ligne de Contrôle générique;12;;Ligne tombée 
E_LC;Ligne de Contrôle générique;13;;Ligne disjonctée 
E_LC;Ligne de Contrôle générique;14;;Pavel bloqué ouvert 
E_LC;Ligne de Contrôle générique;15;;Pavel bloqué fermé 
E_LC;Ligne de Contrôle générique;16;;Pavel verrouillé 
E_LC;Ligne de Contrôle générique;17;;Mise hors tension impossible 
E_LC;Ligne de Contrôle générique;18;;Présence Fraudeur 
E_LC;Ligne de Contrôle générique;19;;Porte HS auto. (PAS) 
E_LC;Ligne de Contrôle générique;20;;Porte mise HS (PAS) 
E_LC;Ligne de Contrôle générique;21;;Défaut de communication avec TLB 
E_LC;Ligne de Contrôle générique;22;;Valideur TLB hors service 
E_LC;Ligne de Contrôle générique;23;;Simulé externe 
E_LC;Ligne de Contrôle générique;24;;Défaut de communication avec le lecteur magnétique 
E_LC;Ligne de Contrôle générique;25;;Bourrage lecteur magnétique 
E_LC;Ligne de Contrôle générique;26;;Lecteur hors service 
E_LC;Ligne de Contrôle générique;27;;Défaut de communication avec le Pavel 
E_LC;Ligne de Contrôle générique;28;;Pavel bloqué ouvert 
E_LC;Ligne de Contrôle générique;29;;Pavel bloqué fermé 
E_LC;Ligne de Contrôle générique;30;;Pavel verrouillé 
E_LC;Ligne de Contrôle générique;31;;BHU 
E_LC;Ligne de Contrôle générique;32;;Porte HS auto. (BHU) 
E_LC;Ligne de Contrôle générique;33;;Porte mise HS (BHU) 
E_LC;Ligne de Contrôle générique;34;;Tourniquet Barbès 
E_LC;Ligne de Contrôle générique;35;;Occupé (SAS) 
E_LC;Ligne de Contrôle générique;36;;HS mécanique (SAS) 
E_LC;Ligne de Contrôle générique;37;;HS Logiciel (SAS) 
E_SUPLC;Supervision des lignes de contrôle;1000;1000;Erreur de communication 
E_PS;Portillon de service CDSMG;900;;Erreur de communication AE5G 
E_MICRO_ONDULEUR_GARE;Micro Onduleur Gare via API Station et Gare;1014;1014;Inhibition
E_A2007;ADUP Automate de service 2007 type6;1;;Code confidentiel agent incorrect 
E_A2007;ADUP Automate de service 2007 type6;2;;Agent inconnu 
E_A2007;ADUP Automate de service 2007 type6;3;;Corrélation Agent/APV fausse 
E_A2007;ADUP Automate de service 2007 type6;9;;Anomalie signalée par le passe 
E_A2007;ADUP Automate de service 2007 type6;13;;Seuil haut du SAM atteint 
E_A2007;ADUP Automate de service 2007 type6;22;;Problème SSSR non prévu 
E_A2007;ADUP Automate de service 2007 type6;31;;Carte invalide/non supportée 
E_A2007;ADUP Automate de service 2007 type6;32;;Tentatives de composition du code confidentiel épuisées 
E_A2007;ADUP Automate de service 2007 type6;57;;Problème sur parcours demandé 
E_A2007;ADUP Automate de service 2007 type6;78;;Bourrage module d¿appro n°1 
E_A2007;ADUP Automate de service 2007 type6;79;;Bourrage module d¿appro n°2 
E_A2007;ADUP Automate de service 2007 type6;80;;Module d¿appro No 1 HS 
E_A2007;ADUP Automate de service 2007 type6;81;;Module d¿appro No 2 HS 
E_A2007;ADUP Automate de service 2007 type6;86;;Produit non fabricable 
E_A2007;ADUP Automate de service 2007 type6;87;;Compte rendu après reboot 
E_A2007;ADUP Automate de service 2007 type6;142;;Pré-alarme barrière 
E_A2007;ADUP Automate de service 2007 type6;155;;Caisse billets échangée 
E_A2007;ADUP Automate de service 2007 type6;157;;ABB échangé 
E_A2007;ADUP Automate de service 2007 type6;160;;Batterie faible 
E_A2007;ADUP Automate de service 2007 type6;179;;Distributeur en vente usager 
E_A2007;ADUP Automate de service 2007 type6;180;;Distributeur en sommeil 
E_A2007;ADUP Automate de service 2007 type6;189;;Changement de version fichier programme 
E_A2007;ADUP Automate de service 2007 type6;190;;Changement de version fichiers paramètres 
E_A2007;ADUP Automate de service 2007 type6;194;;Changement date heure 
E_A2007;ADUP Automate de service 2007 type6;197;;Relance par watchdog logiciel 
E_A2007;ADUP Automate de service 2007 type6;207;;Compte rendu d¿opération SGLV non transmis 
E_A2007;ADUP Automate de service 2007 type6;224;;Divergence autorisation/acquisition 
E_A2007;ADUP Automate de service 2007 type6;723;;CARTE OUBLIEE / AVALEE  
E_A2007;ADUP Automate de service 2007 type6;725;;BOURRAGE ABB 
E_A2007;ADUP Automate de service 2007 type6;726;;INTERVENTION 
E_A2007;ADUP Automate de service 2007 type6;6;;Téléchargement CSC en cours 
E_A2007;ADUP Automate de service 2007 type6;7;;Echec du téléchargement CSC 
E_A2007;ADUP Automate de service 2007 type6;8;;Pb de comm. avec antenne cible avant 
E_A2007;ADUP Automate de service 2007 type6;10;;Anomalie signalée par le SAM 
E_A2007;ADUP Automate de service 2007 type6;11;;Anomalie signalée par API passe 
E_A2007;ADUP Automate de service 2007 type6;12;;Echec du CSC 
E_A2007;ADUP Automate de service 2007 type6;14;;SAM de rechargement vide 
E_A2007;ADUP Automate de service 2007 type6;17;;Pb de communication UC-CSC 
E_A2007;ADUP Automate de service 2007 type6;18;;Erreur configuration noyau SSSR 
E_A2007;ADUP Automate de service 2007 type6;19;;Refus rechargement SSSR 
E_A2007;ADUP Automate de service 2007 type6;20;;Incohérence avec SSSR 
E_A2007;ADUP Automate de service 2007 type6;21;;Problème rechargement SSSR 
E_A2007;ADUP Automate de service 2007 type6;23;;Pb de comm. avec antenne cible arrière 
E_A2007;ADUP Automate de service 2007 type6;24;;Pb de comm. avec antenne dépileur 
E_A2007;ADUP Automate de service 2007 type6;25;;Pb de comm. avec antenne imp.TLB 1 
E_A2007;ADUP Automate de service 2007 type6;26;;Pb de comm. avec antenne imp.TLB 2 
E_A2007;ADUP Automate de service 2007 type6;33;;Carte CB client ou agent oubliée 
E_A2007;ADUP Automate de service 2007 type6;34;;Pb de communication UC-Lecteur CB 
E_A2007;ADUP Automate de service 2007 type6;35;;Lecteur CB HS 
E_A2007;ADUP Automate de service 2007 type6;36;;Défaut de communication clavier bancaire 
E_A2007;ADUP Automate de service 2007 type6;37;;Clavier bancaire HS 
E_A2007;ADUP Automate de service 2007 type6;38;;Application EMV non initialisée 
E_A2007;ADUP Automate de service 2007 type6;39;;Application privative 0 non initialisée 
E_A2007;ADUP Automate de service 2007 type6;40;;Application privative 1 non initialisée 
E_A2007;ADUP Automate de service 2007 type6;41;;Application privative 2 non initialisée 
E_A2007;ADUP Automate de service 2007 type6;42;;Défaut de communication UC-dépileur 
E_A2007;ADUP Automate de service 2007 type6;43;;Dépileur HS 
E_A2007;ADUP Automate de service 2007 type6;46;;Bourrage sortie dépileur 
E_A2007;ADUP Automate de service 2007 type6;47;;Pb encodage passe dépilé 
E_A2007;ADUP Automate de service 2007 type6;54;;L¿APV fonctionne sur une base obsolète 
E_A2007;ADUP Automate de service 2007 type6;56;;Problème prise en compte fichier MOC 
E_A2007;ADUP Automate de service 2007 type6;62;;Fichier de paramètres absent 
E_A2007;ADUP Automate de service 2007 type6;63;;Erreur de CRC sur fichier de paramètre 
E_A2007;ADUP Automate de service 2007 type6;64;;Fichier de paramètres non intègre 
E_A2007;ADUP Automate de service 2007 type6;65;;Problème de génération de base 
E_A2007;ADUP Automate de service 2007 type6;66;;Disque endommagé 
E_A2007;ADUP Automate de service 2007 type6;73;;Carnetteur non vide 
E_A2007;ADUP Automate de service 2007 type6;76;;Bourrage imprimante 
E_A2007;ADUP Automate de service 2007 type6;77;;Module de coupe HS 
E_A2007;ADUP Automate de service 2007 type6;82;;Toutes les appros sont HS 
E_A2007;ADUP Automate de service 2007 type6;83;;Pb Hard sur le port série 
E_A2007;ADUP Automate de service 2007 type6;84;;Mémoire flash HS 
E_A2007;ADUP Automate de service 2007 type6;85;;Pb de comm. avec l¿imprimante 
E_A2007;ADUP Automate de service 2007 type6;88;;Emballement thermique 
E_A2007;ADUP Automate de service 2007 type6;89;;Carnetteur HS 
E_A2007;ADUP Automate de service 2007 type6;93;;Défaut de comm. UC-Imprimante document 
E_A2007;ADUP Automate de service 2007 type6;99;;Bourrage imprimante 1 
E_A2007;ADUP Automate de service 2007 type6;100;;Module de coupe HS sur imprimante 1 
E_A2007;ADUP Automate de service 2007 type6;101;;Pb de comm. avec l¿imprimante 1 
E_A2007;ADUP Automate de service 2007 type6;102;;Orienteur imprimante 1 HS 
E_A2007;ADUP Automate de service 2007 type6;105;;Bourrage imprimante 2 
E_A2007;ADUP Automate de service 2007 type6;106;;Module de coupe HS sur imprimante 2 
E_A2007;ADUP Automate de service 2007 type6;107;;Pb de comm. avec l¿imprimante 2 
E_A2007;ADUP Automate de service 2007 type6;108;;Orienteur imprimante 2 HS 
E_A2007;ADUP Automate de service 2007 type6;110;;Pièce bloquée 
E_A2007;ADUP Automate de service 2007 type6;114;;Bourrage en entrée caisse 
E_A2007;ADUP Automate de service 2007 type6;115;;Sélecteur absent 
E_A2007;ADUP Automate de service 2007 type6;116;;Panne sélecteur 
E_A2007;ADUP Automate de service 2007 type6;117;;Recycleur 1 absent 
E_A2007;ADUP Automate de service 2007 type6;118;;Recycleur 2 absent 
E_A2007;ADUP Automate de service 2007 type6;119;;Recycleur 3 absent 
E_A2007;ADUP Automate de service 2007 type6;120;;Recycleur 4 absent 
E_A2007;ADUP Automate de service 2007 type6;121;;Recycleur 5 absent 
E_A2007;ADUP Automate de service 2007 type6;122;;Panne recycleur 1 
E_A2007;ADUP Automate de service 2007 type6;123;;Panne recycleur 2 
E_A2007;ADUP Automate de service 2007 type6;124;;Panne recycleur 3 
E_A2007;ADUP Automate de service 2007 type6;125;;Panne recycleur 4 
E_A2007;ADUP Automate de service 2007 type6;126;;Panne recycleur 5 
E_A2007;ADUP Automate de service 2007 type6;127;;Pb de comm. UC-monnayeur 
E_A2007;ADUP Automate de service 2007 type6;143;;Panne composants électromécaniques 
E_A2007;ADUP Automate de service 2007 type6;144;;Billet de banque oublié 
E_A2007;ADUP Automate de service 2007 type6;145;;Panne électronique 
E_A2007;ADUP Automate de service 2007 type6;146;;Panne têtes 
E_A2007;ADUP Automate de service 2007 type6;147;;Panne transport 
E_A2007;ADUP Automate de service 2007 type6;148;;Panne piston 
E_A2007;ADUP Automate de service 2007 type6;149;;Panne données 
E_A2007;ADUP Automate de service 2007 type6;156;;Pb communication UC-ABB 
E_A2007;ADUP Automate de service 2007 type6;181;;Automate en intervention Exploitation 
E_A2007;ADUP Automate de service 2007 type6;186;;Paiement espèces HS 
E_A2007;ADUP Automate de service 2007 type6;187;;Paiement CB HS 
E_A2007;ADUP Automate de service 2007 type6;193;;Problème exécution MoCaT 
E_A2007;ADUP Automate de service 2007 type6;198;;CB offline interdit par le central 
E_A2007;ADUP Automate de service 2007 type6;199;;Aucune application CB en état de fonctionner 
E_A2007;ADUP Automate de service 2007 type6;205;;Défaut de communication SGLV 
E_A2007;ADUP Automate de service 2007 type6;206;;Défaut de communication SSSR 
E_A2007;ADUP Automate de service 2007 type6;208;;Fichier CB hors ligne EMV trop ancien 
E_A2007;ADUP Automate de service 2007 type6;209;;Fichier appli 0 hors ligne trop ancien 
E_A2007;ADUP Automate de service 2007 type6;210;;Fichier appli 1 hors ligne trop ancien 
E_A2007;ADUP Automate de service 2007 type6;211;;Fichier appli 2 hors ligne trop ancien 
E_A2007;ADUP Automate de service 2007 type6;212;;Défaut de communication SGADR 
E_A2007;ADUP Automate de service 2007 type6;213;;Anomalie NTP 
E_A2007;ADUP Automate de service 2007 type6;215;;Fichier de transaction CB EMV plein 
E_A2007;ADUP Automate de service 2007 type6;216;;Fichier de transaction appli 0 plein 
E_A2007;ADUP Automate de service 2007 type6;217;;Fichier de transaction appli 1 plein 
E_A2007;ADUP Automate de service 2007 type6;218;;Fichier de transaction appli 2 plein 
E_A2007;ADUP Automate de service 2007 type6;219;;Défaut de liaison automate alarmes 
E_A2007;ADUP Automate de service 2007 type6;220;;Défaut de liaison automate NDS 
E_A2007;ADUP Automate de service 2007 type6;221;;Transactions EMV en attente d¿acquisition 
E_A2007;ADUP Automate de service 2007 type6;222;;Défaut liaison TVR ou sécu. piste EMV 
E_A2007;ADUP Automate de service 2007 type6;223;;Echec communication serveur sécu. puce EMV 
E_A2007;ADUP Automate de service 2007 type6;55;;Pas de base utilisable 
E_A2007;ADUP Automate de service 2007 type6;58;;Fichier d¿archive incohérent 
E_A2007;ADUP Automate de service 2007 type6;59;;Ecriture archive impossible 
E_A2007;ADUP Automate de service 2007 type6;60;;Fichier d¿archives trop ancien 
E_A2007;ADUP Automate de service 2007 type6;61;;Accès impossible aux données MIB 
E_A2007;ADUP Automate de service 2007 type6;130;;Ouverture volet hors procédure 
E_A2007;ADUP Automate de service 2007 type6;158;;Coupure secteur 
E_A2007;ADUP Automate de service 2007 type6;159;;Batterie HS ou débranchée 
E_A2007;ADUP Automate de service 2007 type6;176;;Automate Hors Service 
E_A2007;ADUP Automate de service 2007 type6;196;;Défaut de communication UC-carte de surveillance 
E_A2007;ADUP Automate de service 2007 type6;202;;Température basse 
E_A2007;ADUP Automate de service 2007 type6;203;;Température haute 
E_A2007;ADUP Automate de service 2007 type6;204;;Défaut de communication dalle tactile 
E_A2007;ADUP Automate de service 2007 type6;214;;Automate en échec d¿authentification 
E_A2007;ADUP Automate de service 2007 type6;1000;1000;Erreur de communication
E_API_GARE;API Gare CDSMG;1000;1000;Erreur de communication
E_API_GARE;API Gare CDSMG;1003;;Identifiant version incorrect
E_API_GARE;API Gare CDSMG;1004;;Identifiant checksum incorrect 
E_API_GARE;API Gare CDSMG;1006;;Bit de signe de vie manquant 
E_API_GARE;API Gare CDSMG;1014;;Inhibition 
E_API_GARE;API Gare CDSMG;1016;;Identifiant checksum parametre incorrect 
E_API_GARE;API Gare CDSMG;1;;Echec de commande NDS 
E_API_GARE;API Gare CDSMG;2;;Défaillance d'E/S 
